,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,gdp_per_capita_usd,generation,country_code_name,continent,sub_region,demo_group
24277,Suriname,2007,male,15-24 years,12,46375,25.88,6397,Millenials,SUR,Americas,South America,male : 15-24 years
24278,Suriname,2007,female,15-24 years,10,44452,22.5,6397,Millenials,SUR,Americas,South America,female : 15-24 years
24279,Suriname,2007,female,25-34 years,6,38545,15.57,6397,Generation X,SUR,Americas,South America,female : 25-34 years
24280,Suriname,2007,female,55-74 years,4,27614,14.49,6397,Silent,SUR,Americas,South America,female : 55-74 years
24281,Suriname,2007,female,35-54 years,7,62270,11.24,6397,Boomers,SUR,Americas,South America,female : 35-54 years
24282,Suriname,2007,female,05-14 years,3,49661,6.04,6397,Generation Z,SUR,Americas,South America,female : 05-14 years
24283,Suriname,2007,male,05-14 years,3,52686,5.69,6397,Generation Z,SUR,Americas,South America,male : 05-14 years
24284,Suriname,2008,male,75+ years,4,4841,82.63,7601,Silent,SUR,Americas,South America,male : 75+ years
24285,Suriname,2008,male,35-54 years,47,65553,71.7,7601,Boomers,SUR,Americas,South America,male : 35-54 years
24286,Suriname,2008,male,55-74 years,15,24124,62.18,7601,Silent,SUR,Americas,South America,male : 55-74 years
24287,Suriname,2008,male,25-34 years,23,39105,58.82,7601,Generation X,SUR,Americas,South America,male : 25-34 years
24288,Suriname,2008,male,15-24 years,21,46969,44.71,7601,Millenials,SUR,Americas,South America,male : 15-24 years
24289,Suriname,2008,female,15-24 years,14,44916,31.17,7601,Millenials,SUR,Americas,South America,female : 15-24 years
24290,Suriname,2008,female,55-74 years,5,28396,17.61,7601,Silent,SUR,Americas,South America,female : 55-74 years
24291,Suriname,2008,female,75+ years,1,6315,15.84,7601,Silent,SUR,Americas,South America,female : 75+ years
24292,Suriname,2008,female,35-54 years,9,64026,14.06,7601,Boomers,SUR,Americas,South America,female : 35-54 years
24293,Suriname,2008,female,25-34 years,4,38543,10.38,7601,Generation X,SUR,Americas,South America,female : 25-34 years
24294,Suriname,2008,male,05-14 years,3,52600,5.7,7601,Generation Z,SUR,Americas,South America,male : 05-14 years
24295,Suriname,2008,female,05-14 years,1,49401,2.02,7601,Generation Z,SUR,Americas,South America,female : 05-14 years
24296,Suriname,2009,male,75+ years,4,4932,81.1,8238,Silent,SUR,Americas,South America,male : 75+ years
24297,Suriname,2009,male,35-54 years,46,67116,68.54,8238,Boomers,SUR,Americas,South America,male : 35-54 years
24298,Suriname,2009,male,55-74 years,12,24763,48.46,8238,Silent,SUR,Americas,South America,male : 55-74 years
24299,Suriname,2009,male,25-34 years,18,39139,45.99,8238,Generation X,SUR,Americas,South America,male : 25-34 years
24300,Suriname,2009,male,15-24 years,18,47548,37.86,8238,Millenials,SUR,Americas,South America,male : 15-24 years
24301,Suriname,2009,female,55-74 years,6,29225,20.53,8238,Silent,SUR,Americas,South America,female : 55-74 years
24302,Suriname,2009,female,15-24 years,9,45374,19.84,8238,Millenials,SUR,Americas,South America,female : 15-24 years
24303,Suriname,2009,female,75+ years,1,6530,15.31,8238,Silent,SUR,Americas,South America,female : 75+ years
24304,Suriname,2009,female,35-54 years,9,65668,13.71,8238,Boomers,SUR,Americas,South America,female : 35-54 years
24305,Suriname,2009,female,25-34 years,4,38634,10.35,8238,Generation X,SUR,Americas,South America,female : 25-34 years
24306,Suriname,2009,female,05-14 years,3,49092,6.11,8238,Generation Z,SUR,Americas,South America,female : 05-14 years
24307,Suriname,2009,male,05-14 years,1,52427,1.91,8238,Generation Z,SUR,Americas,South America,male : 05-14 years
24308,Suriname,2010,male,75+ years,5,4994,100.12,9176,Silent,SUR,Americas,South America,male : 75+ years
24309,Suriname,2010,female,75+ years,4,6758,59.19,9176,Silent,SUR,Americas,South America,female : 75+ years
24310,Suriname,2010,male,35-54 years,40,68450,58.44,9176,Generation X,SUR,Americas,South America,male : 35-54 years
24311,Suriname,2010,male,25-34 years,19,39368,48.26,9176,Generation X,SUR,Americas,South America,male : 25-34 years
24312,Suriname,2010,male,55-74 years,10,25526,39.18,9176,Silent,SUR,Americas,South America,male : 55-74 years
24313,Suriname,2010,male,15-24 years,18,48112,37.41,9176,Millenials,SUR,Americas,South America,male : 15-24 years
24314,Suriname,2010,female,15-24 years,10,45832,21.82,9176,Millenials,SUR,Americas,South America,female : 15-24 years
24315,Suriname,2010,female,35-54 years,14,67102,20.86,9176,Generation X,SUR,Americas,South America,female : 35-54 years
24316,Suriname,2010,female,25-34 years,7,38855,18.02,9176,Generation X,SUR,Americas,South America,female : 25-34 years
24317,Suriname,2010,female,55-74 years,3,30084,9.97,9176,Silent,SUR,Americas,South America,female : 55-74 years
24318,Suriname,2010,female,05-14 years,4,48769,8.2,9176,Generation Z,SUR,Americas,South America,female : 05-14 years
24319,Suriname,2010,male,05-14 years,2,52202,3.83,9176,Generation Z,SUR,Americas,South America,male : 05-14 years
24320,Suriname,2011,male,75+ years,5,5184,96.45,9184,Silent,SUR,Americas,South America,male : 75+ years
24321,Suriname,2011,male,35-54 years,39,69491,56.12,9184,Generation X,SUR,Americas,South America,male : 35-54 years
24322,Suriname,2011,male,25-34 years,22,39793,55.29,9184,Millenials,SUR,Americas,South America,male : 25-34 years
24323,Suriname,2011,male,15-24 years,19,48619,39.08,9184,Millenials,SUR,Americas,South America,male : 15-24 years
24324,Suriname,2011,male,55-74 years,10,26237,38.11,9184,Boomers,SUR,Americas,South America,male : 55-74 years
24325,Suriname,2011,female,15-24 years,12,46282,25.93,9184,Millenials,SUR,Americas,South America,female : 15-24 years
24326,Suriname,2011,female,25-34 years,6,39239,15.29,9184,Millenials,SUR,Americas,South America,female : 25-34 years
24327,Suriname,2011,female,35-54 years,9,68303,13.18,9184,Generation X,SUR,Americas,South America,female : 35-54 years
24328,Suriname,2011,female,55-74 years,3,30801,9.74,9184,Boomers,SUR,Americas,South America,female : 55-74 years
24329,Suriname,2011,female,05-14 years,2,48495,4.12,9184,Generation Z,SUR,Americas,South America,female : 05-14 years
24332,Suriname,2012,male,75+ years,10,5346,187.06,10227,Silent,SUR,Americas,South America,male : 75+ years
24333,Suriname,2012,male,25-34 years,24,40412,59.39,10227,Millenials,SUR,Americas,South America,male : 25-34 years
24334,Suriname,2012,male,35-54 years,37,70333,52.61,10227,Generation X,SUR,Americas,South America,male : 35-54 years
24335,Suriname,2012,male,55-74 years,12,27044,44.37,10227,Boomers,SUR,Americas,South America,male : 55-74 years
24336,Suriname,2012,male,15-24 years,17,49082,34.64,10227,Millenials,SUR,Americas,South America,male : 15-24 years
24337,Suriname,2012,female,55-74 years,8,31542,25.36,10227,Boomers,SUR,Americas,South America,female : 55-74 years
24338,Suriname,2012,female,15-24 years,9,46713,19.27,10227,Millenials,SUR,Americas,South America,female : 15-24 years
24339,Suriname,2012,female,25-34 years,6,39751,15.09,10227,Millenials,SUR,Americas,South America,female : 25-34 years
24340,Suriname,2012,female,35-54 years,7,69327,10.1,10227,Generation X,SUR,Americas,South America,female : 35-54 years
24341,Suriname,2012,female,05-14 years,3,48244,6.22,10227,Generation Z,SUR,Americas,South America,female : 05-14 years
24344,Suriname,2013,male,25-34 years,27,41155,65.61,10451,Millenials,SUR,Americas,South America,male : 25-34 years
24345,Suriname,2013,male,35-54 years,39,70987,54.94,10451,Generation X,SUR,Americas,South America,male : 35-54 years
24346,Suriname,2013,male,15-24 years,18,49480,36.38,10451,Millenials,SUR,Americas,South America,male : 15-24 years
24347,Suriname,2013,male,55-74 years,9,27992,32.15,10451,Boomers,SUR,Americas,South America,male : 55-74 years
24348,Suriname,2013,female,15-24 years,12,47090,25.48,10451,Millenials,SUR,Americas,South America,female : 15-24 years
24349,Suriname,2013,female,25-34 years,9,40347,22.31,10451,Millenials,SUR,Americas,South America,female : 25-34 years
24350,Suriname,2013,male,75+ years,1,5470,18.28,10451,Silent,SUR,Americas,South America,male : 75+ years
24351,Suriname,2013,female,55-74 years,4,32385,12.35,10451,Boomers,SUR,Americas,South America,female : 55-74 years
24352,Suriname,2013,female,35-54 years,8,70174,11.4,10451,Generation X,SUR,Americas,South America,female : 35-54 years
24353,Suriname,2013,male,05-14 years,3,51531,5.82,10451,Generation Z,SUR,Americas,South America,male : 05-14 years
24354,Suriname,2013,female,05-14 years,1,48022,2.08,10451,Generation Z,SUR,Americas,South America,female : 05-14 years
24356,Suriname,2014,male,75+ years,5,5529,90.43,10530,Silent,SUR,Americas,South America,male : 75+ years
24357,Suriname,2014,male,25-34 years,26,41917,62.03,10530,Millenials,SUR,Americas,South America,male : 25-34 years
24358,Suriname,2014,male,35-54 years,38,71494,53.15,10530,Generation X,SUR,Americas,South America,male : 35-54 years
24359,Suriname,2014,male,55-74 years,12,29170,41.14,10530,Boomers,SUR,Americas,South America,male : 55-74 years
24360,Suriname,2014,female,25-34 years,10,40945,24.42,10530,Millenials,SUR,Americas,South America,female : 25-34 years
24361,Suriname,2014,male,15-24 years,9,49798,18.07,10530,Millenials,SUR,Americas,South America,male : 15-24 years
24362,Suriname,2014,female,55-74 years,6,33447,17.94,10530,Boomers,SUR,Americas,South America,female : 55-74 years
24363,Suriname,2014,female,15-24 years,8,47355,16.89,10530,Millenials,SUR,Americas,South America,female : 15-24 years
24364,Suriname,2014,female,35-54 years,9,70884,12.7,10530,Generation X,SUR,Americas,South America,female : 35-54 years
24365,Suriname,2014,female,75+ years,1,8006,12.49,10530,Silent,SUR,Americas,South America,female : 75+ years
24366,Suriname,2014,female,05-14 years,2,47832,4.18,10530,Generation Z,SUR,Americas,South America,female : 05-14 years
24367,Suriname,2014,male,05-14 years,2,51324,3.9,10530,Generation Z,SUR,Americas,South America,male : 05-14 years
24368,Sweden,1987,male,75+ years,124,247100,50.18,22813,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24369,Sweden,1987,male,35-54 years,394,1124000,35.05,22813,Silent,SWE,Europe,Northern Europe,male : 35-54 years
24370,Sweden,1987,male,55-74 years,281,819700,34.28,22813,G.I. Generation,SWE,Europe,Northern Europe,male : 55-74 years
24371,Sweden,1987,male,25-34 years,174,580200,29.99,22813,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24372,Sweden,1987,female,75+ years,73,397900,18.35,22813,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24373,Sweden,1987,female,35-54 years,185,1085200,17.05,22813,Silent,SWE,Europe,Northern Europe,female : 35-54 years
24374,Sweden,1987,male,15-24 years,102,604100,16.88,22813,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24375,Sweden,1987,female,55-74 years,117,908000,12.89,22813,G.I. Generation,SWE,Europe,Northern Europe,female : 55-74 years
24376,Sweden,1987,female,25-34 years,57,554200,10.29,22813,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
24377,Sweden,1987,female,15-24 years,32,575200,5.56,22813,Generation X,SWE,Europe,Northern Europe,female : 15-24 years
24378,Sweden,1987,male,05-14 years,2,518700,0.39,22813,Generation X,SWE,Europe,Northern Europe,male : 05-14 years
24380,Sweden,1988,male,75+ years,119,252200,47.18,25731,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24381,Sweden,1988,male,55-74 years,298,811700,36.71,25731,G.I. Generation,SWE,Europe,Northern Europe,male : 55-74 years
24382,Sweden,1988,male,35-54 years,394,1140400,34.55,25731,Silent,SWE,Europe,Northern Europe,male : 35-54 years
24383,Sweden,1988,male,25-34 years,174,583000,29.85,25731,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24384,Sweden,1988,female,35-54 years,204,1100100,18.54,25731,Silent,SWE,Europe,Northern Europe,female : 35-54 years
24385,Sweden,1988,male,15-24 years,110,605800,18.16,25731,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24386,Sweden,1988,female,55-74 years,134,899400,14.9,25731,G.I. Generation,SWE,Europe,Northern Europe,female : 55-74 years
24387,Sweden,1988,female,75+ years,56,406900,13.76,25731,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24388,Sweden,1988,female,25-34 years,63,555900,11.33,25731,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
24389,Sweden,1988,female,15-24 years,34,576900,5.89,25731,Generation X,SWE,Europe,Northern Europe,female : 15-24 years
24390,Sweden,1988,male,05-14 years,3,511500,0.59,25731,Generation X,SWE,Europe,Northern Europe,male : 05-14 years
24391,Sweden,1988,female,05-14 years,1,487100,0.21,25731,Generation X,SWE,Europe,Northern Europe,female : 05-14 years
24392,Sweden,1989,male,75+ years,137,257100,53.29,26978,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24393,Sweden,1989,male,55-74 years,284,803800,35.33,26978,G.I. Generation,SWE,Europe,Northern Europe,male : 55-74 years
24394,Sweden,1989,male,25-34 years,200,593100,33.72,26978,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24395,Sweden,1989,male,35-54 years,381,1157700,32.91,26978,Silent,SWE,Europe,Northern Europe,male : 35-54 years
24396,Sweden,1989,male,15-24 years,120,605200,19.83,26978,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24397,Sweden,1989,female,55-74 years,147,890900,16.5,26978,G.I. Generation,SWE,Europe,Northern Europe,female : 55-74 years
24398,Sweden,1989,female,75+ years,56,415300,13.48,26978,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24399,Sweden,1989,female,25-34 years,71,563500,12.6,26978,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
24400,Sweden,1989,female,35-54 years,133,1115500,11.92,26978,Silent,SWE,Europe,Northern Europe,female : 35-54 years
24401,Sweden,1989,female,15-24 years,48,575800,8.34,26978,Generation X,SWE,Europe,Northern Europe,female : 15-24 years
24402,Sweden,1989,female,05-14 years,2,481100,0.42,26978,Generation X,SWE,Europe,Northern Europe,female : 05-14 years
24404,Sweden,1990,male,75+ years,144,261500,55.07,32246,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24405,Sweden,1990,male,55-74 years,287,798100,35.96,32246,G.I. Generation,SWE,Europe,Northern Europe,male : 55-74 years
24406,Sweden,1990,male,35-54 years,340,1174000,28.96,32246,Silent,SWE,Europe,Northern Europe,male : 35-54 years
24407,Sweden,1990,male,25-34 years,157,606600,25.88,32246,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24408,Sweden,1990,female,55-74 years,138,883800,15.61,32246,G.I. Generation,SWE,Europe,Northern Europe,female : 55-74 years
24409,Sweden,1990,female,75+ years,63,422700,14.9,32246,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24410,Sweden,1990,male,15-24 years,88,600300,14.66,32246,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24411,Sweden,1990,female,35-54 years,156,1130600,13.8,32246,Silent,SWE,Europe,Northern Europe,female : 35-54 years
24412,Sweden,1990,female,25-34 years,63,574600,10.96,32246,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
24413,Sweden,1990,female,15-24 years,30,571400,5.25,32246,Generation X,SWE,Europe,Northern Europe,female : 15-24 years
24414,Sweden,1990,male,05-14 years,4,503700,0.79,32246,Generation X,SWE,Europe,Northern Europe,male : 05-14 years
24415,Sweden,1990,female,05-14 years,1,478400,0.21,32246,Generation X,SWE,Europe,Northern Europe,female : 05-14 years
24416,Sweden,1991,male,75+ years,130,264600,49.13,33623,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24417,Sweden,1991,male,55-74 years,266,794100,33.5,33623,Silent,SWE,Europe,Northern Europe,male : 55-74 years
24418,Sweden,1991,male,35-54 years,375,1189400,31.53,33623,Boomers,SWE,Europe,Northern Europe,male : 35-54 years
24419,Sweden,1991,male,25-34 years,162,617400,26.24,33623,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24420,Sweden,1991,male,15-24 years,100,590000,16.95,33623,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24421,Sweden,1991,female,55-74 years,130,878300,14.8,33623,Silent,SWE,Europe,Northern Europe,female : 55-74 years
24422,Sweden,1991,female,75+ years,62,429000,14.45,33623,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24423,Sweden,1991,female,35-54 years,162,1144900,14.15,33623,Boomers,SWE,Europe,Northern Europe,female : 35-54 years
24424,Sweden,1991,female,25-34 years,62,584100,10.61,33623,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
24425,Sweden,1991,female,15-24 years,28,563000,4.97,33623,Generation X,SWE,Europe,Northern Europe,female : 15-24 years
24426,Sweden,1991,female,05-14 years,3,480200,0.62,33623,Millenials,SWE,Europe,Northern Europe,female : 05-14 years
24427,Sweden,1991,male,05-14 years,3,506100,0.59,33623,Millenials,SWE,Europe,Northern Europe,male : 05-14 years
24428,Sweden,1992,male,75+ years,140,268100,52.22,34721,G.I. Generation,SWE,Europe,Northern Europe,male : 75+ years
24429,Sweden,1992,male,35-54 years,359,1202600,29.85,34721,Boomers,SWE,Europe,Northern Europe,male : 35-54 years
24430,Sweden,1992,male,55-74 years,232,791400,29.32,34721,Silent,SWE,Europe,Northern Europe,male : 55-74 years
24431,Sweden,1992,male,25-34 years,144,626200,23.0,34721,Boomers,SWE,Europe,Northern Europe,male : 25-34 years
24432,Sweden,1992,female,55-74 years,129,874000,14.76,34721,Silent,SWE,Europe,Northern Europe,female : 55-74 years
24433,Sweden,1992,female,75+ years,58,435000,13.33,34721,G.I. Generation,SWE,Europe,Northern Europe,female : 75+ years
24434,Sweden,1992,female,35-54 years,145,1157500,12.53,34721,Boomers,SWE,Europe,Northern Europe,female : 35-54 years
24435,Sweden,1992,male,15-24 years,58,577600,10.04,34721,Generation X,SWE,Europe,Northern Europe,male : 15-24 years
24436,Sweden,1992,female,25-34 years,50,592100,8.44,34721,Boomers,SWE,Europe,Northern Europe,female : 25-34 years
